AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,Horizon,"Stifel, Nicolaus & Company, Incorporated",10690,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,1,3.8220748,0.1,-0.05670303,0.04329697,,3.93292644,0,-0.05053604,-0.05053604,,3.89939184,0,-0.05283573,-0.05283573,,3.61713813,0,-0.05148382,-0.05148382,,3.77673301,0,-0.05196955,-0.05196955,,3.86217619,0,-0.05187671,-0.05187671,,3.83062694,0,-0.05140158,-0.05140158,,3.78698905,0,-0.05182172,-0.05182172,,3.7477965,0,-0.00796889,-0.00796889,
,Model Delivery Program,"SunTrust Banks, Inc.",17499,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,-,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,8.39341897,7.60308531,0,7.60308531,,10.762244,0,0,0,,11.03985615,0,0,0,,11.33226883,0,0,0,
,Managed Account Consulting (MAC),"UBS Financial Services, Inc.",8174,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,14,23.2600198,0.347345,-0.0175,0.329845,,11.35260417,0.85118294,-13.429999,-12.57881606,,11.22775382,1.50136263,-1.61587163,-0.114509,,10.48360156,0.5,-0.60287805,-0.10287805,,10.45198308,0.31179924,-0.87338391,-0.56158467,,10.91721433,0.54800474,-0.37097957,0.17702517,,6.4156278,0.00160541,-4.54200387,-4.54039846,,6.19988261,0,-0.21009178,-0.21009178,,5.33530862,0.00164085,-0.82536079,-0.82371994,
,Managed Account Consulting (MAC),"UBS Financial Services, Inc.",8174,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,-,1.74987618,0,0,0,,1.81875736,0,0,0,,1.82620764,0,0,0,,1.72953467,0,0,0,,1.82930965,0,0,0,,0.95339881,0,-0.938973,-0.938973,,0,0,-0.959282,-0.959282,,0,0,0,0,,0,0,0,0,
,Access,"UBS Financial Services, Inc.",8174,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,270,92.84040961,11.89413029,-2.75443485,9.13969544,,103.7069338,9.08456489,-4.14094195,4.94362294,,104.1224755,9.12933601,-8.34941162,0.77992439,,79.66970117,7.8879616,-24.55755547,-16.66959387,,81.47722368,3.68814359,-10.00347849,-6.3153349,,82.41743385,6.8066242,-5.62922371,1.17740049,,85.78704331,4.47653621,-1.30213374,3.17440247,,88.08937814,6.76260946,-4.42289737,2.33971209,,73.12058328,4.35776913,-18.13473791,-13.77696878,
,Network,Wells Fargo Advisors,11025,,,SMA Spectrum Offshore Preferred Securities,PPFDOFFSHORE,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.72749647,0.71861349,0,0.71861349,,0.88184551,0.15,0,0.15,,0.88012038,0,0,0,,0.87468141,0,0,0,
,Diversified Managed Allocations (DMA),Wells Fargo Advisors,11025,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Model-Only Contract,Model,US SA Preferred Stock,RR,,492,83.989569,8.08735,-5.164091,2.923259,,95.528915,11.339547,-3.460837,7.87871,,95.055531,7.348376,-10.040896,-2.69252,,96.858168,23.430653,-18.765252,4.665401,,100.805285,5.791335,-7.294467,-1.503132,,105.446893,5.301218,-5.592382,-0.291164,,111.705731,11.30793,-7.420465,3.887465,,115.787483,8.888856,-5.447172,3.441684,,108.390796,5.970262,-12.968617,-6.998355,
,Network,Wells Fargo Advisors,11025,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,6,18.81661875,6.13696,-0.00670693,6.13025307,,19.92282182,1.105542,-0.75011637,0.35542563,,13.73915556,0.8,-7.04094028,-6.24094028,,7.10112912,0.590575,-6.2181534,-5.6275784,,7.55630881,0.059,-0.00569856,0.05330144,,7.79997964,0,-0.01891141,-0.01891141,,4.72431444,0.0506725,-3.16393117,-3.11325867,,5.17872599,0.48380738,-0.04080269,0.44300469,,4.11577516,0,-0.99787982,-0.99787982,
,Network,Wells Fargo Advisors,11025,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Dual Contract,Dual,US SA Preferred Stock,RR,,2,2.76188903,0.47041641,-0.02646078,0.44395563,,2.85061263,0,-0.02598949,-0.02598949,,3.28514546,0.45,-0.02410067,0.42589933,,3.30763813,0.25,-0.02423177,0.22576823,,3.47359015,0,-0.02390451,-0.02390451,,1.89529567,0,-1.65995013,-1.65995013,,1.90207298,0,-0.00148506,-0.00148506,,1.90267085,0,-0.00148506,-0.00148506,,0.8069605,0,-1.06332274,-1.06332274,
,Strategic,Wells Fargo Investments,11025,,,SMA Spectrum Preferred Capital Securities,F00000WKR5,SMA Single Contract,Trad,US SA Preferred Stock,RR,,176,0,0,0,0,,0,0,0,0,,94.10985646,13.29930331,-0.73710476,12.56219855,,98.6976753,16.66323033,-6.20446113,10.4587692,,107.1989732,7.45840526,-2.14390908,5.31449618,,102.055152,6.97184533,-14.07718691,-7.10534158,,103.4901574,3.51847691,-1.40083425,2.11764266,,103.2671457,4.5159312,-4.20077067,0.31516053,,103.695138,4.23102952,-2.02585552,2.205174,
,Strategic,Wells Fargo Investments,11025,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,US SA Preferred Stock,RR,,-,61.45658069,2.59729733,-1.19779108,1.39950625,,81.95491281,19.2301677,-0.41954658,18.81062112,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Strategic,Wells Fargo Investments,11025,,,SMA Spectrum Tax Advantaged Preferred Securities,F00000JQ4R,SMA Single Contract,Trad,US SA Preferred Stock,RR,,135,48.47105645,2.96671534,-0.02378997,2.94292537,,69.73200482,25.04627377,-5.11090709,19.93536668,,96.23937558,27.92037862,-1.12851133,26.79186729,,93.66931544,11.23868988,-7.29083076,3.94785912,,97.16592207,4.37019803,-6.71215211,-2.34195408,,111.0884338,13.87697683,-2.94409222,10.93288461,,119.7448111,11.41850883,-3.04006021,8.37844862,,108.4876933,6.30279472,-16.58724645,-10.28445173,,109.6100366,11.48793564,-9.34766531,2.14027033,
,Asset Management Program,"1st Global, Inc.",T1278,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,-,23.36761836,1.23876696,0,1.23876696,,24.82806072,0.46497053,-0.11468058,0.35028995,,24.32405021,0.85698181,-0.1881167,0.66886511,,23.71282114,0.21344907,-0.51248629,-0.29903722,,23.4022168,1.39631924,-0.59251952,0.80379972,,23.73305301,0,-0.18236085,-0.18236085,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Select Separate Account Program,"Ameriprise Financial Services, Inc",6363,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,171,31.530516,1.791865,-1.427744,0.364121,,33.315592,1.299972,-1.320104,-0.020132,,33.100284,2.50153,-3.633514,-1.131984,,31.77617,0.889395,-1.235519,-0.346124,,32.283915,1.314864,-1.20707,0.107794,,32.457849,0.566323,-0.978647,-0.412324,,30.344847,0.33004,-2.758575,-2.428535,,29.323921,0.387941,-2.34546,-1.957519,,25.776894,0.600925,-2.653731,-2.052806,
,Managed Account Services (MAS),Bank of America Merrill Lynch,7691,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Dual Contract,Dual,US SA Real Estate,SR,,8,5.6103643,0,-0.05386266,-0.05386266,,6.07683239,0.135,-0.00401598,0.13098402,,6.04574896,0.05,-0.00424722,0.04575278,,8.1168568,2.809594,-0.49419474,2.31539926,,3.01523122,0.76727763,-0.54794003,0.2193376,,2.36767168,0,-0.70396547,-0.70396547,,2.37260562,0,-0.025,-0.025,,2.45254187,0,0,0,,2.37776636,0.05,0,0.05,
,Capital Investment Programs,"Brinker Capital, Inc.",38123,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,47,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,8.02058229,0.58612691,-0.00411414,0.58201277,,9.158439,1.11124766,-0.13102397,0.98022369,,9.90775148,1.10396199,-0.46856152,0.63540047,,10.41692558,0.73693322,-0.55434645,0.18258677,,9.65741979,0.40093564,-0.22796337,0.17297227,
,Access and Select,Charles Schwab Corporation,5393,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,4,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.37449854,0.370194,0,0.370194,,0.37883562,0,0,0,,0.66471173,0.272615,0,0.272615,,0.62926512,0,0,0,
,Dynamic Allocation Portfolios,Citi Private Bank,7059,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,28,2.187256,0.103674,-0.181577,-0.077903,,2.751387,0.585269,-0.10958,0.475689,,2.365004,0.442937,-0.787602,-0.344665,,2.534773,0.24544,-0.069203,0.176237,,2.926458,0.769266,-0.417474,0.351792,,2.998089,0.264886,-0.239121,0.025765,,2.708353,0.120383,-0.499148,-0.378765,,2.783356,0.191863,-0.18722,0.004643,,2.96953,0.082066,-0.040228,0.041838,
,Manager Selection Program,Citi Private Bank,7059,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,22,8.40773653,0,0,0,,9.13162687,0.24747567,0,0.24747567,,9.77528535,0.803986,0,0.803986,,9.67868883,0.35,-0.095,0.255,,10.42795253,0.700002,-0.10283692,0.59716508,,10.68087513,0.532713,-0.47546693,0.05724607,,10.37250098,0,-0.42418544,-0.42418544,,10.67767517,0.407,-0.33460616,0.07239384,,7.85644962,0,-2.25170725,-2.25170725,
,Third Party Models Program,Envestnet Asset Management,104145,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,140,2.130579,0.383865,-0.163222,0.220643,,2.492722,0.1,0,0.1,,3.870975,1.453233,0,1.453233,,7.844043,4.146712,0,4.146712,,10.251975,2.434952,-0.163436,2.271516,,11.375291,0.755125,0,0.755125,,34.929005,0.837796,-0.079151,0.758645,,36.438221,0.719144,-0.953805,-0.234661,,37.097027,0.866363,-0.213042,0.653321,
,Envestnet  Asset Management,Envestnet Asset Management,104145,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,6,1.08469398,0,-0.0045,-0.0045,,1.14180332,0,0,0,,1.12251975,0,0,0,,1.07925311,0,0,0,,1.09437855,0,0,0,,1.11790197,0.12,-0.114911,0.005089,,0.9949339,0,-0.137778,-0.137778,,1.0307712,0.00201483,0,0.00201483,,0.97500357,0,0,0,
,Fidelity Separate Account Network (SAN),"Fidelity Brokerage Services, LLC",7784,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Dual Contract,Dual,US SA Real Estate,SR,,5,0.64641146,0,0,0,,1.23733257,0,0,0,,1.22060407,0,0,0,,1.17572741,0,0,0,,1.19568282,0,0,0,,1.22049398,0,0,0,,1.23650666,0,0,0,,1.27903459,0,0,0,,1.21482773,0.00308171,-0.00308171,0,
,Select UMA,Morgan Stanley,149777,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,846,68.82829941,15.0135141,-4.34553161,10.66798249,,90.48679464,19.39491856,-2.68538607,16.70953249,,101.5189097,17.084207,-3.9473208,13.1368862,,145.7447211,9.55477668,-13.344117,-3.78934032,,142.9072759,6.66119869,-9.61139345,-2.95019476,,148.0687276,11.851982,-9.52237,2.329612,,149.3866349,4.1128485,-4.8887674,-0.7759189,,160.1411526,13.2864,-4.473449,8.812951,,136.3653746,10.94596178,-21.01584595,-10.06988417,
,Manager Services-,PNC Bank & Delaware Trust Company,129052,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Model-Only Contract,Model,US SA Real Estate,SR,,55,40.95564612,0.8983006,-0.8765306,0.02177,,44.1539651,1.6148942,-0.86284598,0.75204822,,56.27091725,13.920935,-0.6643633,13.2565717,,55.87217097,10.2577977,-9.3353095,0.9224882,,59.31814695,2.7628721,-0.00027918,2.76259292,,50.06567308,0.2492998,-2.712596,-2.4632962,,46.43135718,0.30185366,-4.28372396,-3.9818703,,48.13147597,1.5994925,-1.203607,0.3958855,,44.36468053,4.286119,-4.7663836,-0.4802646,
,Managed Assets Consulting Services,Prudential Financial,18353,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,-,4.15959194,0,-0.05641841,-0.05641841,,4.36121353,0,-0.0304306,-0.0304306,,4.28045782,0,-0.02299108,-0.02299108,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Managed Account Consulting (MAC),"UBS Financial Services, Inc.",8174,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Dual Contract,Dual,US SA Real Estate,SR,,1,17.52944894,0,0,0,,17.5381655,0,-0.906,-0.906,,16.24863365,0,-1.10554124,-1.10554124,,15.67779776,0,0,0,,15.94881497,0,-0.01409198,-0.01409198,,16.28365321,0,-0.01428492,-0.01428492,,16.49789584,0,-0.01455564,-0.01455564,,17.06757104,0,-0.01472327,-0.01472327,,16.2155474,0,-0.01517936,-0.01517936,
,Diversified Managed Allocations (DMA single),Wells Fargo Advisors,11025,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,406,40.97642678,5.07559928,-2.78946627,2.28613301,,50.75905062,10.04252213,-3.32897915,6.71354298,,56.14201686,8.51380299,-2.20644429,6.3073587,,54.19380921,4.40734168,-4.18982434,0.21751734,,57.70858698,7.43431542,-4.59117097,2.84314445,,62.60183806,5.49248066,-1.6801218,3.81235886,,67.19673108,6.55562163,-2.52934179,4.02627984,,70.55448582,3.69350033,-2.50137724,1.19212309,,71.46741957,7.43692127,-3.05293741,4.38398386,
,Strategic,Wells Fargo Investments,11025,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,US SA Real Estate,SR,,593,208.4026304,25.00800621,-13.07053667,11.93746954,,247.4631044,33.63103407,-5.98698523,27.64404884,,268.2939877,30.19875327,-4.41960932,25.77914395,,246.1490403,13.60460134,-23.93951606,-10.33491472,,260.3162834,30.02845616,-17.84443801,12.18401815,,259.6080541,11.09697265,-15.76473079,-4.66775814,,259.1624517,12.94103214,-15.31141574,-2.3703836,,260.5829087,12.18787977,-18.06237319,-5.87449342,,251.8011421,36.16327045,-31.02700101,5.13626944,
,Asset Management Program,"1st Global, Inc.",T1278,,,SMA Small-Cap Core Equity,F00000Y4DW,SMA Model-Only Contract,Model,US SA Small Blend,SB,,-,0,0,0,0,,0,0,0,0,,33.26713183,32.60164579,-0.364494,32.23715179,,34.86731006,0.17275875,-0.93165659,-0.75889784,,36.49903432,2.08499732,-0.75235801,1.33263931,,35.54208277,0.50174044,-0.9249321,-0.42319166,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Premier Portfolio Services,"Ameriprise Financial Services, Inc",6363,,,SMA Small-Cap Core Equity,F00000Y4DW,SMA Single Contract,Trad,US SA Small Blend,SB,,91,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2.9132438,2.886451,0,2.886451,,16.98828644,14.32176801,-0.324447,13.99732101,,17.1918937,0.209088,-0.650791,-0.441703,,16.96675397,0.117,-1.06574478,-0.94874478,,17.32514578,0.858391,-0.776907,0.081484,
,Access and Select,Charles Schwab Corporation,5393,,,SMA Small-Cap Core Equity,F00000Y4DW,SMA Single Contract,Trad,US SA Small Blend,SB,,77,4.52077298,0.442,0,0.442,,5.51256016,1.532178,-0.677157,0.855021,,7.97663252,2.237311,-0.245432,1.991879,,10.91216179,2.99760185,-0.599127,2.39847485,,14.88680066,3.92506673,-0.2,3.72506673,,15.89175361,1.53292999,-0.33733,1.19559999,,16.79176008,1.719221,-1.524688,0.194533,,16.89648226,0.0643453,-0.59194127,-0.52759597,,16.9302853,0.624397,-0.87305435,-0.24865735,
,Third Party Models Program,Envestnet Asset Management,104145,,,SMA Small-Cap Core Equity,F00000Y4DW,SMA Model-Only Contract,Model,US SA Small Blend,SB,,131,0,0,0,0,,0,0,0,0,,1.063623,1.023749,0,1.023749,,0.787821,0,0,0,,1.055206,0.249394,0,0.249394,,1.010336,0,0,0,,38.552565,0.0057,-0.368588,-0.362888,,39.087107,0.194026,-0.895425,-0.701399,,39.916282,0.130164,-0.274473,-0.144309,
,Premier Portfolio Services,"Ameriprise Financial Services, Inc",6363,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Single Contract,Trad,US SA Small Value,SV,,52,8.7553743,0.57323389,-0.491839,0.08139489,,9.00829261,0.01237376,-0.04037376,-0.028,,9.84824583,0.308936,-0.15,0.158936,,10.1370484,0.31328338,-1.035512,-0.72222862,,10.63464044,0.559006,-0.0515,0.507506,,10.27829194,0.255493,-0.40096333,-0.14547033,,10.04848695,0.1,-0.661753,-0.561753,,10.25381917,0.465,-0.60888,-0.14388,,9.72474738,0.541485,-0.899145,-0.35766,
,Managed Account Services (MAS),Bank of America Merrill Lynch,7691,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Dual Contract,Dual,US SA Small Value,SV,,-,0,0,0,0,,0,0,0,0,,0.17966451,0.17985,0,0.17985,,0.20096103,0,0,0,,0.22564878,0.02430462,0,0.02430462,,0.24767756,0.02662563,0,0.02662563,,0.25692555,0,0,0,,0.26671719,0,0,0,,0.26304181,0,0,0,
,Access and Select,Charles Schwab Corporation,5393,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Single Contract,Trad,US SA Small Value,SV,,55,30.98442739,1.157828,-0.14952131,1.00830669,,32.20163151,0.32099013,-0.20328807,0.11770206,,35.11901139,0.65,-0.15188754,0.49811246,,39.25797134,1.50410205,-1.36932638,0.13477567,,40.65634864,1.975203,-0.63525008,1.33995292,,39.4141213,0.54202952,-0.93368213,-0.39165261,,38.81551501,0.1,-2.07421779,-1.97421779,,38.8072668,0.3,-1.80771567,-1.50771567,,36.98385135,0.1,-1.40913164,-1.30913164,
,Diversified Managed Allocations (DMA),Wells Fargo Advisors,11025,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Model-Only Contract,Model,US SA Small Value,SV,,158,18.50052,12.530424,-0.764192,11.766232,,18.389278,0.423914,-1.169072,-0.745158,,18.499664,0.874173,-2.564898,-1.690725,,20.610478,0.891306,-0.770618,0.120688,,20.943607,1.635225,-2.691175,-1.05595,,20.562697,0.832162,-1.191417,-0.359255,,20.987827,0.67996,-0.964819,-0.284859,,22.836725,2.558776,-1.933217,0.625559,,22.975604,1.606921,-1.121094,0.485827,
,Strategic,Wells Fargo Investments,11025,,,SMA Small-Cap Value Equity,F00000MP0W,SMA Single Contract,Trad,US SA Small Value,SV,,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0.2568542,0.249,0,0.249,,0.26711339,0,0,0,,0.37187617,0.108,0,0.108,
,Merrill ONE,Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,2599,725.5946477,53.38347884,-43.91579697,9.46768187,,824.8955985,96.39422901,-51.74682459,44.64740442,,859.9877708,80.39301064,-57.645607,22.74740364,,767.8988799,51.49875864,-92.28695236,-40.78819372,,799.6081026,88.98540835,-100.2912678,-11.30585945,,827.7779817,51.19032718,-47.67188787,3.51843931,,836.1526991,49.20499095,-40.64120408,8.56378687,,856.0698551,88.20680599,-50.02370168,38.18310431,,835.9662953,55.46783329,-61.5762272,-6.10839391,
,Selects Portfolio Solutions,Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,109,79.86920486,2.82584431,-0.89249363,1.93335068,,84.82688113,3.4278059,-1.1414771,2.2863288,,88.06066417,1.08594965,-0.89521788,0.19073177,,80.24587239,2.09504339,-4.36501675,-2.26997336,,83.80584011,1.94751682,-2.03733036,-0.08981354,,87.91563303,1.92435493,-0.5038256,1.42052933,,85.00494396,0.25611215,-2.94038368,-2.68427153,,82.03502978,2.33381566,-3.67455805,-1.34074239,,72.77733718,0.30569616,-8.99242842,-8.68673226,
,Unified Managed Account (UMA),Bank of America Merrill Lynch,7691,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Model-Only Contract,Model,PREFERRED STOCK,RR,,1,27.22966933,0,0,0,,1.17847223,0.04661649,-0.35752513,-0.31090864,,0.98920278,0,-0.19664958,-0.19664958,,0.6126534,0,-0.31386791,-0.31386791,,0.42610231,0,-0.21621175,-0.21621175,,0.28951787,0,-0.14799969,-0.14799969,,0.28970207,0,-0.00079594,-0.00079594,,0.28839908,0,-0.00054389,-0.00054389,,0.28375696,0,-0.00047571,-0.00047571,
,Strategic Portfolio Advisors (SPA),Bank of America Merrill Lynch,7691,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Dual Contract,Dual,REAL ESTATE,SR,,6,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3.16718625,0,-2.24500459,-2.24500459,,2.91243345,0,-0.3203157,-0.3203157,,2.94492492,0,-0.00185315,-0.00185315,,2.42439105,0,-0.61387308,-0.61387308,,2.01646087,0,-0.28288158,-0.28288158,
,Core Asset Manager,"Brinker Capital, Inc.",38123,,,SMA U.S. Real Estate Equity Securities,F00000MP0V,SMA Single Contract,Trad,REAL ESTATE,SR,,-,7.42663969,0.303105,-0.02564138,0.27746362,,7.87620809,0.14,-0.10160711,0.03839289,,8.70637607,1.114829,-0.14199002,0.97283898,,7.22913568,0.61190324,-1.76802725,-1.15612401,,0,0.302804,-0.06482291,0.23798109,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Access and Select,Charles Schwab Corporation,5393,,,SMA CCI Large Cap Growth Equity,PLCGROWTH,SMA Single Contract,Trad,LARGE GROWTH,LG,,4,2.15503182,0,0,0,,1.52834473,0,-0.584398,-0.584398,,1.77663341,0.158392,0,0.158392,,1.6895557,0,0,0,,1.29249368,0,-0.565711,-0.565711,,1.34986995,0,-0.03,-0.03,,1.05976229,0,-0.35,-0.35,,1.13680044,0,0,0,,1.29862524,0.109924,-0.001,0.108924,
,Access and Select,Charles Schwab Corporation,5393,,,SMA CCI Mid Cap Growth,PMCGROWTH,SMA Single Contract,Trad,MID GROWTH,MG,,30,14.58109423,0.245,-0.237576,0.007424,,15.11294135,0.277,-0.426804,-0.149804,,15.54031447,0.3635,-0.590228,-0.226728,,15.75252747,0.5,0,0.5,,16.79689868,0,-0.39,-0.39,,17.49751279,0.397,-0.35,0.047,,18.45365403,0.019,-0.1645,-0.1455,,20.07747428,1,-0.605,0.395,,20.9938473,0.725,-0.25,0.475,
,Access and Select,Charles Schwab Corporation,5393,,,SMA U.S. Select Equity,PUSSEQUITY,SMA Single Contract,Trad,LARGE GROWTH,LG,,3,0.67167971,0,-0.57382642,-0.57382642,,0.6736562,0,0,0,,0.68680751,0,0,0,,0.57893155,0,-0.124835,-0.124835,,0.60911258,0,0,0,,0.62462281,0,0,0,,0.65591997,0,0,0,,0.70009622,0,0,0,,0.68835729,0,0,0,
,Preferred Advisor and Discretionary Portfolio Solutions,Credit Suisse First Boston,T1280,,,SMA Short Duration,PSHORTDUR,SMA Single Contract,Trad,SHORT DURATION BOND,CS,,-,0,0,0,0,,0,0,-5.619791,-5.619791,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
,Managed Account Command,"Lockwood Advisors, Inc",169735,,,SMA Spectrum Preferred Securities,F00000JQ4Q,SMA Single Contract,Trad,PREFERRED STOCK,RR,,2,0,0,0,0,,0.24595406,0,0,0,,0.24658891,0,0,0,,0.23304482,0,0,0,,0.24628438,0,0,0,,0.37669898,0.122374,0,0.122374,,0.37852776,0,0,0,,0.37924419,0,0,0,,0.37471839,0,0,0,
,Consulting and Evaluation Services (CES),Morgan Stanley,149777,,,SMA CCI Large Cap Growth Equity,PLCGROWTH,SMA Dual Contract,Dual,LARGE GROWTH,LG,,1,0.24728087,0,0,0,,0.24144775,0,0,0,,0.25551691,0,0,0,,0.29704329,0.302045,0,0.302045,,0.3292516,0,0,0,,0.34425953,0,0,0,,0.35013612,0,-0.02,-0.02,,0.37582464,0,0,0,,0.36389262,0,-0.03,-0.03,
,Consulting and Evaluation Services (CES) T2,Morgan Stanley,149777,,,SMA CCI Large Cap Growth Equity,PLCGROWTH,SMA Dual Contract,Dual,LARGE GROWTH,LG,,1,74.95010602,0,-15,-15,,73.55349052,0,0,0,,0,0,-76.426753,-76.426753,,0.24314977,0,0,0,,0.26925473,0,0,0,,0.28155023,0,0,0,,0.30298747,0,0,0,,0.32547052,0,0,0,,0.34107914,0,0,0,
,Select UMA,Morgan Stanley,149777,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Model-Only Contract,Model,DIVIDEND INOCME,TBD,,2002,33.26476835,15.36580087,-2.35074552,13.01505535,,48.59580399,14.046826,-0.49336568,13.55346032,,108.1977209,49.511828,-2.4245465,47.0872815,,229.5160345,28.94083105,-6.69143425,22.2493968,,290.715044,55.376955,-6.40585654,48.97109846,,339.637073,42.731533,-5.6212587,37.1102743,,402.3603612,39.824012,-5.179244,34.644768,,449.0965679,35.03192,-7.272706,27.759214,,450.6248178,28.15051527,-13.17040387,14.9801114,
,Fiduciary Services (FS),Morgan Stanley,149777,,,SMA Edge Small MidCap Dividend Income,F00000OSPA,SMA Single Contract,Trad,DIVIDEND INOCME,TBD,,-,29.04302559,1.273819,-0.54576094,0.72805806,,31.69012084,1.32524,-0.36203239,0.96320761,,81.27602078,53.43189179,-6.43219613,46.99969566,,0.16822451,1.10564366,-3.33890237,-2.23325871,,0,0,-0.174527,-0.174527,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
